,month,bm,mkt,smb,vmg,alpha,beta_mkt,beta_smb,beta_vmg,r_squared,r_squared_adj,t_alpha
19,2008-08,"[-0.0542016387755102, 0.1129831142857142, -0.090234078, 0.0480473359999999, -0.1801121333333333, -0.0755805019607843, -0.0601791568627451, -0.2178047307692307, 0.0295825895877009, -0.1715007814814815]","[-0.1242880976844932, 0.1411278882370532, -0.1197281669171775, 0.018941133016873, -0.1303370661245816, 0.0341015219164392, -0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369]","[0.0727219005474608, 0.0545039773543203, 0.0660841147781617, 0.0664787139235959, -0.0432221496595171, -0.0984263749916031, -0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898]","[-0.0185473967748772, -0.0981970400556824, -0.0771937390458531, -0.0286748418689444, -0.0045735084241748, 0.1027494394653769, -0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907]",-0.029430077891417578,0.7247524835982857,0.5508713706167111,-0.08778039394062156,0.9522945301432499,0.9284417952148749,-2.6520832527368863
20,2008-09,"[0.1129831142857142, -0.090234078, 0.0480473359999999, -0.1801121333333333, -0.0755805019607843, -0.0601791568627451, -0.2178047307692307, 0.0295825895877009, -0.1715007814814815, -0.063343042087542]","[0.1411278882370532, -0.1197281669171775, 0.018941133016873, -0.1303370661245816, 0.0341015219164392, -0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859]","[0.0545039773543203, 0.0660841147781617, 0.0664787139235959, -0.0432221496595171, -0.0984263749916031, -0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359]","[-0.0981970400556824, -0.0771937390458531, -0.0286748418689444, -0.0045735084241748, 0.1027494394653769, -0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025]",-0.03340700410901297,0.7932038316787974,0.3851151473826771,-0.2121259055493833,0.96287213928199,0.9443082089229851,-3.2618063549205734
21,2008-10,"[-0.090234078, 0.0480473359999999, -0.1801121333333333, -0.0755805019607843, -0.0601791568627451, -0.2178047307692307, 0.0295825895877009, -0.1715007814814815, -0.063343042087542, -0.2582895277777777]","[-0.1197281669171775, 0.018941133016873, -0.1303370661245816, 0.0341015219164392, -0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631]","[0.0660841147781617, 0.0664787139235959, -0.0432221496595171, -0.0984263749916031, -0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972]","[-0.0771937390458531, -0.0286748418689444, -0.0045735084241748, 0.1027494394653769, -0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831]",-0.030596455261131153,0.9179982179197863,0.32199327928398236,-0.2783962058362035,0.9455894217866233,0.9183841326799349,-2.4196628091206027
22,2008-11,"[0.0480473359999999, -0.1801121333333333, -0.0755805019607843, -0.0601791568627451, -0.2178047307692307, 0.0295825895877009, -0.1715007814814815, -0.063343042087542, -0.2582895277777777, 0.1602856872727272]","[0.018941133016873, -0.1303370661245816, 0.0341015219164392, -0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239]","[0.0664787139235959, -0.0432221496595171, -0.0984263749916031, -0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536]","[-0.0286748418689444, -0.0045735084241748, 0.1027494394653769, -0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088]",-0.029492042488765927,0.9630628398629794,0.2739010239852897,-0.32155752551822564,0.9674207169832945,0.9511310754749417,-2.4659104877940776
23,2008-12,"[-0.1801121333333333, -0.0755805019607843, -0.0601791568627451, -0.2178047307692307, 0.0295825895877009, -0.1715007814814815, -0.063343042087542, -0.2582895277777777, 0.1602856872727272, -0.041084929090909]","[-0.1303370661245816, 0.0341015219164392, -0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104]","[-0.0432221496595171, -0.0984263749916031, -0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681]","[-0.0045735084241748, 0.1027494394653769, -0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692]",-0.0434062854131007,1.0212357310667766,-0.0050041224266729745,-0.4793451003261125,0.9738380191942745,0.9607570287914118,-4.378401476154031
24,2009-01,"[-0.0755805019607843, -0.0601791568627451, -0.2178047307692307, 0.0295825895877009, -0.1715007814814815, -0.063343042087542, -0.2582895277777777, 0.1602856872727272, -0.041084929090909, 0.1206151979591836]","[0.0341015219164392, -0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081]","[-0.0984263749916031, -0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462]","[0.1027494394653769, -0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391]",-0.032002240179497016,1.0158586527398725,0.1362848245327619,-0.32912329947182944,0.963995133734159,0.9459927006012385,-2.8921068208024745
25,2009-02,"[-0.0601791568627451, -0.2178047307692307, 0.0295825895877009, -0.1715007814814815, -0.063343042087542, -0.2582895277777777, 0.1602856872727272, -0.041084929090909, 0.1206151979591836, 0.0743023245614035]","[-0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589]","[-0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149]","[-0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135]",-0.0126335459283329,1.1394137378736906,-0.12367396912244821,-0.03916450642242664,0.9847074547018553,0.9770611820527829,-1.2024121727745078
26,2009-03,"[-0.2178047307692307, 0.0295825895877009, -0.1715007814814815, -0.063343042087542, -0.2582895277777777, 0.1602856872727272, -0.041084929090909, 0.1206151979591836, 0.0743023245614035, 0.1525395403508772]","[-0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351]","[-0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111]","[-0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451]",-0.010556807944725907,1.1595894292003597,-0.14804588206693214,0.08248690912590562,0.991063334201203,0.9865950013018044,-1.2113249922708904
27,2009-04,"[0.0295825895877009, -0.1715007814814815, -0.063343042087542, -0.2582895277777777, 0.1602856872727272, -0.041084929090909, 0.1206151979591836, 0.0743023245614035, 0.1525395403508772, -0.0059004803571428]","[0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486]","[0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312]","[-0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381]",-0.02284625726596042,1.1376559023938175,-0.1124185586298958,-0.09633056474968862,0.9805872207723997,0.9708808311585995,-2.4099626945928274
28,2009-05,"[-0.1715007814814815, -0.063343042087542, -0.2582895277777777, 0.1602856872727272, -0.041084929090909, 0.1206151979591836, 0.0743023245614035, 0.1525395403508772, -0.0059004803571428, 0.0502996432467532]","[-0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995]","[-0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127]","[0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245]",-0.021753988445707813,1.1401919157999965,-0.11117884654125715,-0.09079391769603126,0.9807493773331168,0.9711240659996753,-2.374303592460059
29,2009-06,"[-0.063343042087542, -0.2582895277777777, 0.1602856872727272, -0.041084929090909, 0.1206151979591836, 0.0743023245614035, 0.1525395403508772, -0.0059004803571428, 0.0502996432467532, 0.0389433438596491]","[-0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753]","[-0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634]","[-0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096]",-0.051004517243363724,0.9894853312042661,0.4635876735754394,-0.4645830092140214,0.9645724220960333,0.94685863314405,-4.272298786109889
30,2009-07,"[-0.2582895277777777, 0.1602856872727272, -0.041084929090909, 0.1206151979591836, 0.0743023245614035, 0.1525395403508772, -0.0059004803571428, 0.0502996432467532, 0.0389433438596491, 0.1427479517857143]","[-0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289]","[-0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867]","[-0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506]",-0.05173514061771754,1.0057914070872738,0.4369278666698696,-0.4887790531826718,0.9647076396274427,0.9470614594411639,-4.080433537817748
31,2009-08,"[0.1602856872727272, -0.041084929090909, 0.1206151979591836, 0.0743023245614035, 0.1525395403508772, -0.0059004803571428, 0.0502996432467532, 0.0389433438596491, 0.1427479517857143, -0.1837163928571428]","[0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113]","[0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535]","[-0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119]",-0.05775740401959218,1.0584062262949936,0.46690046846535377,-0.4791748046408387,0.9517554326354346,0.927633148953152,-3.5939044782533114
32,2009-09,"[-0.041084929090909, 0.1206151979591836, 0.0743023245614035, 0.1525395403508772, -0.0059004803571428, 0.0502996432467532, 0.0389433438596491, 0.1427479517857143, -0.1837163928571428, 0.0009888892857142]","[0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113, 0.0429462107709733]","[0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849]","[-0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552]",-0.05130778636419736,1.0451699738449278,0.40872465583175815,-0.4388730203224893,0.9365761257545968,0.9048641886318952,-3.1634616893816765
33,2009-10,"[0.1206151979591836, 0.0743023245614035, 0.1525395403508772, -0.0059004803571428, 0.0502996432467532, 0.0389433438596491, 0.1427479517857143, -0.1837163928571428, 0.0009888892857142, 0.0715736145454545]","[0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113, 0.0429462107709733, 0.0737722822809532]","[0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124]","[0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305]",-0.04816541827374314,1.0294095355494377,0.599444352937949,-0.5153938360626273,0.9543447731412312,0.9315171597118468,-3.610628346243919
34,2009-11,"[0.0743023245614035, 0.1525395403508772, -0.0059004803571428, 0.0502996432467532, 0.0389433438596491, 0.1427479517857143, -0.1837163928571428, 0.0009888892857142, 0.0715736145454545, 0.1095982410714285]","[0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113, 0.0429462107709733, 0.0737722822809532, 0.0491933651919649]","[0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563]","[-0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614]",-0.045028780830233504,0.9885072336495317,0.6460376945062687,-0.6010709417964295,0.9368754572389385,0.9053131858584078,-2.7419087719572675
35,2009-12,"[0.1525395403508772, -0.0059004803571428, 0.0502996432467532, 0.0389433438596491, 0.1427479517857143, -0.1837163928571428, 0.0009888892857142, 0.0715736145454545, 0.1095982410714285, -0.0074101589285714]","[0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113, 0.0429462107709733, 0.0737722822809532, 0.0491933651919649, 0.0258006311441074]","[0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563, 0.0047145019755575]","[-0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614, 0.0127490473053749]",-0.04015452746875041,0.9701802066292079,0.6294217008942675,-0.6381184789649974,0.9428048102001728,0.9142072153002592,-2.734643083944213
36,2010-01,"[-0.0059004803571428, 0.0502996432467532, 0.0389433438596491, 0.1427479517857143, -0.1837163928571428, 0.0009888892857142, 0.0715736145454545, 0.1095982410714285, -0.0074101589285714, -0.0647850678571428]","[0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113, 0.0429462107709733, 0.0737722822809532, 0.0491933651919649, 0.0258006311441074, -0.0777210762712709]","[0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563, 0.0047145019755575, 0.0632007918802313]","[0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614, 0.0127490473053749, -0.0191984097925261]",-0.04877896101441166,1.1258055864354786,0.9274202182006337,-0.7262924284115946,0.9626902519467994,0.9440353779201991,-4.330387737390396
37,2010-02,"[0.0502996432467532, 0.0389433438596491, 0.1427479517857143, -0.1837163928571428, 0.0009888892857142, 0.0715736145454545, 0.1095982410714285, -0.0074101589285714, -0.0647850678571428, 0.0492454340425532]","[0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113, 0.0429462107709733, 0.0737722822809532, 0.0491933651919649, 0.0258006311441074, -0.0777210762712709, 0.0274106194575866]","[0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563, 0.0047145019755575, 0.0632007918802313, 0.0443847254704237]","[-0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614, 0.0127490473053749, -0.0191984097925261, -0.0196954186626991]",-0.04847787854993103,1.1506235410747836,0.9808064859366599,-0.712122422491224,0.9628872665535476,0.9443308998303215,-4.297730352340603
