,month,cashdebt,mkt,smb,vmg,alpha,beta_mkt,beta_smb,beta_vmg,r_squared,r_squared_adj,t_alpha
19,2008-08,"[-0.0846973591836734, 0.1741180571428571, -0.042759728, 0.0447103039999999, -0.1600820980392157, 0.0872684196078431, -0.0442836215686274, -0.1587062326923076, 0.0725954794549266, -0.1591924055555555]","[-0.1242880976844932, 0.1411278882370532, -0.1197281669171775, 0.018941133016873, -0.1303370661245816, 0.0341015219164392, -0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369]","[0.0727219005474608, 0.0545039773543203, 0.0660841147781617, 0.0664787139235959, -0.0432221496595171, -0.0984263749916031, -0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898]","[-0.0185473967748772, -0.0981970400556824, -0.0771937390458531, -0.0286748418689444, -0.0045735084241748, 0.1027494394653769, -0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907]",0.02871086835908278,1.002758177610932,0.16176188423375448,0.061106920920828894,0.9469117184409254,0.920367577661388,2.2181763096850635
20,2008-09,"[0.1741180571428571, -0.042759728, 0.0447103039999999, -0.1600820980392157, 0.0872684196078431, -0.0442836215686274, -0.1587062326923076, 0.0725954794549266, -0.1591924055555555, -0.0751122861952862]","[0.1411278882370532, -0.1197281669171775, 0.018941133016873, -0.1303370661245816, 0.0341015219164392, -0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859]","[0.0545039773543203, 0.0660841147781617, 0.0664787139235959, -0.0432221496595171, -0.0984263749916031, -0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359]","[-0.0981970400556824, -0.0771937390458531, -0.0286748418689444, -0.0045735084241748, 0.1027494394653769, -0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025]",0.028824163737348876,0.9442062773189837,0.3475759714950786,0.25142710469313234,0.9321637527034087,0.8982456290551131,1.8895261212006913
21,2008-10,"[-0.042759728, 0.0447103039999999, -0.1600820980392157, 0.0872684196078431, -0.0442836215686274, -0.1587062326923076, 0.0725954794549266, -0.1591924055555555, -0.0751122861952862, -0.1943067074074073]","[-0.1197281669171775, 0.018941133016873, -0.1303370661245816, 0.0341015219164392, -0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631]","[0.0660841147781617, 0.0664787139235959, -0.0432221496595171, -0.0984263749916031, -0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972]","[-0.0771937390458531, -0.0286748418689444, -0.0045735084241748, 0.1027494394653769, -0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831]",0.02451810705195552,0.8546891641440977,0.4007824732532176,0.350314727470852,0.9221412768861765,0.8832119153292648,1.5715175282769696
22,2008-11,"[0.0447103039999999, -0.1600820980392157, 0.0872684196078431, -0.0442836215686274, -0.1587062326923076, 0.0725954794549266, -0.1591924055555555, -0.0751122861952862, -0.1943067074074073, 0.1045439309090909]","[0.018941133016873, -0.1303370661245816, 0.0341015219164392, -0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239]","[0.0664787139235959, -0.0432221496595171, -0.0984263749916031, -0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536]","[-0.0286748418689444, -0.0045735084241748, 0.1027494394653769, -0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088]",0.016243855654074203,0.877507774784382,0.2396663067759654,0.37445544341804116,0.9506823625361919,0.9260235438042879,1.2379349142652425
23,2008-12,"[-0.1600820980392157, 0.0872684196078431, -0.0442836215686274, -0.1587062326923076, 0.0725954794549266, -0.1591924055555555, -0.0751122861952862, -0.1943067074074073, 0.1045439309090909, 0.1307519909090909]","[-0.1303370661245816, 0.0341015219164392, -0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104]","[-0.0432221496595171, -0.0984263749916031, -0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681]","[-0.0045735084241748, 0.1027494394653769, -0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692]",0.0339460689455131,0.7773563605820065,0.6447184269974628,0.6095018007171278,0.920891890109929,0.8813378351648935,1.9271564341056873
24,2009-01,"[0.0872684196078431, -0.0442836215686274, -0.1587062326923076, 0.0725954794549266, -0.1591924055555555, -0.0751122861952862, -0.1943067074074073, 0.1045439309090909, 0.1307519909090909, 0.1025990673469387]","[0.0341015219164392, -0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081]","[-0.0984263749916031, -0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462]","[0.1027494394653769, -0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391]",0.024382701675678096,0.7145381409468585,0.48275599125782465,0.4661731678378162,0.9128684043475175,0.8693026065212762,1.5145530466926773
25,2009-02,"[-0.0442836215686274, -0.1587062326923076, 0.0725954794549266, -0.1591924055555555, -0.0751122861952862, -0.1943067074074073, 0.1045439309090909, 0.1307519909090909, 0.1025990673469387, 0.0035307929824561]","[-0.0672773847595339, -0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589]","[-0.0060439420186346, -0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149]","[-0.1033450980357417, -0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135]",-0.007307451523235246,0.4380997254281164,0.9714330664005235,0.18980594026688366,0.9394021374238859,0.9091032061358288,-0.40485593910926815
26,2009-03,"[-0.1587062326923076, 0.0725954794549266, -0.1591924055555555, -0.0751122861952862, -0.1943067074074073, 0.1045439309090909, 0.1307519909090909, 0.1025990673469387, 0.0035307929824561, 0.1444877385964912]","[-0.1927457283788817, 0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351]","[-0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111]","[-0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451]",-0.0007079962168741773,0.5538506145803722,0.8392605728379222,0.18991509614190208,0.932164183036791,0.8982462745551866,-0.03430053104976995
27,2009-04,"[0.0725954794549266, -0.1591924055555555, -0.0751122861952862, -0.1943067074074073, 0.1045439309090909, 0.1307519909090909, 0.1025990673469387, 0.0035307929824561, 0.1444877385964912, 0.1076600982142857]","[0.0549243148694477, -0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486]","[0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312]","[-0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381]",0.008496698480620773,0.5962098003431212,0.8010648525295937,0.35284128250196256,0.9149601053920768,0.8724401580881153,0.4753529169121244
28,2009-05,"[-0.1591924055555555, -0.0751122861952862, -0.1943067074074073, 0.1045439309090909, 0.1307519909090909, 0.1025990673469387, 0.0035307929824561, 0.1444877385964912, 0.1076600982142857, 0.0218138794480519]","[-0.1570389187434369, -0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995]","[-0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127]","[0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245]",0.008125349021656295,0.5711288980554104,0.866143356539044,0.34630409320130134,0.914295848580742,0.871443772871113,0.47325253288870944
29,2009-06,"[-0.0751122861952862, -0.1943067074074073, 0.1045439309090909, 0.1307519909090909, 0.1025990673469387, 0.0035307929824561, 0.1444877385964912, 0.1076600982142857, 0.0218138794480519, 0.054115549122807]","[-0.034127828880859, -0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753]","[-0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634]","[-0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096]",-0.002174155527898328,0.5426847133021182,1.053886844724787,0.22905597291161822,0.8896045560031324,0.8344068340046986,-0.1211018136273529
30,2009-07,"[-0.1943067074074073, 0.1045439309090909, 0.1307519909090909, 0.1025990673469387, 0.0035307929824561, 0.1444877385964912, 0.1076600982142857, 0.0218138794480519, 0.054115549122807, 0.1043316107142857]","[-0.2189205213477631, 0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289]","[-0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867]","[-0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506]",-0.002237352490984853,0.6617398158509815,0.714729205442806,-0.03274522788581258,0.7878392171694162,0.6817588257541243,-0.09098307901813231
31,2009-08,"[0.1045439309090909, 0.1307519909090909, 0.1025990673469387, 0.0035307929824561, 0.1444877385964912, 0.1076600982142857, 0.0218138794480519, 0.054115549122807, 0.1043316107142857, -0.0828442964285714]","[0.137933002973239, 0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113]","[0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535]","[-0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119]",0.0009526161282183386,0.6244848997123421,0.585909435388084,-0.09867467845341651,0.5618634428771184,0.3427951643156777,0.02994823366169377
32,2009-09,"[0.1307519909090909, 0.1025990673469387, 0.0035307929824561, 0.1444877385964912, 0.1076600982142857, 0.0218138794480519, 0.054115549122807, 0.1043316107142857, -0.0828442964285714, 0.0603952642857142]","[0.0023967797315104, 0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113, 0.0429462107709733]","[0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849]","[-0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552]",0.0043004417964699684,0.6585409004238805,0.6511867271619197,-0.11640383916890194,0.5520775053433293,0.328116258014994,0.14504438114242899
33,2009-10,"[0.1025990673469387, 0.0035307929824561, 0.1444877385964912, 0.1076600982142857, 0.0218138794480519, 0.054115549122807, 0.1043316107142857, -0.0828442964285714, 0.0603952642857142, 0.1000786709090909]","[0.1124848702996081, 0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113, 0.0429462107709733, 0.0737722822809532]","[0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124]","[0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305]",0.001409401516599889,0.7061101568132443,0.41721626170356546,-0.0008888027227689221,0.6537797166740037,0.4806695750110055,0.056124697598113844
34,2009-11,"[0.0035307929824561, 0.1444877385964912, 0.1076600982142857, 0.0218138794480519, 0.054115549122807, 0.1043316107142857, -0.0828442964285714, 0.0603952642857142, 0.1000786709090909, 0.1138634714285714]","[0.0896536818700589, 0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113, 0.0429462107709733, 0.0737722822809532, 0.0491933651919649]","[0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563]","[-0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614]",-0.0035217821757077368,0.7968848164519897,0.7321308467963753,-0.023351409166278717,0.6412743947698125,0.4619115921547188,-0.12874676957018907
35,2009-12,"[0.1444877385964912, 0.1076600982142857, 0.0218138794480519, 0.054115549122807, 0.1043316107142857, -0.0828442964285714, 0.0603952642857142, 0.1000786709090909, 0.1138634714285714, 0.0333426428571428]","[0.1533467993086351, 0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113, 0.0429462107709733, 0.0737722822809532, 0.0491933651919649, 0.0258006311441074]","[0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563, 0.0047145019755575]","[-0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614, 0.0127490473053749]",0.004403935565513729,0.7790432969648752,0.7569690722656071,-0.16516204588908015,0.7947941733696191,0.6921912600544287,0.23631446538588802
36,2010-01,"[0.1076600982142857, 0.0218138794480519, 0.054115549122807, 0.1043316107142857, -0.0828442964285714, 0.0603952642857142, 0.1000786709090909, 0.1138634714285714, 0.0333426428571428, 0.0078599875]","[0.0491755484819486, 0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113, 0.0429462107709733, 0.0737722822809532, 0.0491933651919649, 0.0258006311441074, -0.0777210762712709]","[0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563, 0.0047145019755575, 0.0632007918802313]","[0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614, 0.0127490473053749, -0.0191984097925261]",0.0008689411019822176,0.8577307695971992,0.9584384855042821,-0.24210930151833057,0.7885506562537896,0.6828259843806844,0.049258256233582036
37,2010-02,"[0.0218138794480519, 0.054115549122807, 0.1043316107142857, -0.0828442964285714, 0.0603952642857142, 0.1000786709090909, 0.1138634714285714, 0.0333426428571428, 0.0078599875, 0.0238198063829787]","[0.0577050522166995, 0.1613322491060753, 0.1481464019946289, -0.1338430795293113, 0.0429462107709733, 0.0737722822809532, 0.0491933651919649, 0.0258006311441074, -0.0777210762712709, 0.0274106194575866]","[0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563, 0.0047145019755575, 0.0632007918802313, 0.0443847254704237]","[-0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614, 0.0127490473053749, -0.0191984097925261, -0.0196954186626991]",-0.0006893575443956612,0.7394099375587525,0.716398133362374,-0.3260842756509712,0.806982502999233,0.7104737544988495,-0.042806811925718634
